Customer ID,Name,Gender,Age,Income (USD),Income Stability,Profession,Type of Employment,Location,Loan Amount Request (USD),Current Loan Expenses (USD),Expense Type 1,Expense Type 2,Dependents,Credit Score,No. of Defaults,Has Active Credit Card,Property ID,Property Age,Property Type,Property Location,Co-Applicant,Property Price,Loan Sanction Amount (USD)
C-11181,Alan Como,M,42,2018.0,1.0,Working,Core staff,Semi-Urban,57963.99,385.86,Y,Y,1.0,848.87,0,Semi-Urban,712,2018.0,3,Semi-Urban,0,76876.28,129438.55
C-33121,Nelda Kenney,M,18,1558.44,1.0,Working,Sales staff,Rural,91659.68,625.99,N,Y,2.0,777.03,0,Semi-Urban,129,1558.44,4,Semi-Urban,1,137547.75,27297.0
C-18266,Larae Kenney,M,18,3432.75,1.0,Working,High skill tech staff,Rural,150518.12,593.94,Y,Y,2.0,631.61,0,Semi-Urban,646,3432.75,4,Semi-Urban,1,176189.93,0.0
C-34194,Sherwood Huddle,F,18,1529.86,1.0,Working,Laborers,Semi-Urban,34443.57,278.23,N,Y,2.0,690.87,0,Urban,320,1529.86,3,Urban,1,46781.23,62891.45
C-1207,Dwain Fink,F,39,2223.085,1.0,Commercial associate,Core staff,Semi-Urban,111290.62,634.25,Y,Y,3.0,814.52,0,Rural,972,2223.81,3,Rural,1,174253.78,81738.97
C-26241,Deborah Wicker,M,52,2223.085,1.0,Working,Laborers,Semi-Urban,48127.93,286.05,N,Y,4.0,598.2,0,Rural,749,2223.81,4,Rural,1,87078.17,0.0
C-42714,Merideth Furness,M,63,2393.38,1.0,Pensioner,Laborers,Rural,20036.28,98.13,N,Y,4.0,675.19,0,Urban,606,2393.38,3,Urban,1,24201.75,17988.42
C-48324,Ned Fettig,F,25,1955.86,1.0,Working,Sales staff,Semi-Urban,49055.98,495.03,N,Y,1.0,655.35,0,Urban,633,1955.86,4,Urban,1,81860.25,27510.33
C-35460,Enola Copland,M,40,2903.77,1.0,Working,Laborers,Semi-Urban,37155.29,481.24,Y,Y,4.0,654.53,0,Urban,615,2903.77,4,Urban,1,60499.3,23924.06
C-37300,Faustina Mcpeak,F,57,1662.18,1.0,Working,Sales staff,Semi-Urban,81677.08,413.39,N,Y,4.0,734.91,0,Semi-Urban,722,1662.18,1,Semi-Urban,1,101258.04,96496.13
C-33001,Darius Burfield,M,65,580.27,1.0,Pensioner,Laborers,Semi-Urban,21630.37,228.38,Y,Y,3.0,669.13,0,Semi-Urban,882,580.27,3,Semi-Urban,1,38076.55,98179.21
C-4821,Colby Mccool,M,18,616.92,1.0,State servant,Laborers,Semi-Urban,27166.52,124.49,Y,N,3.0,672.76,0,Rural,481,616.92,2,Rural,1,42580.47,0.0
C-41981,Bulah Badgett,F,50,2619.43,1.0,Commercial associate,Laborers,Semi-Urban,39801.64,412.16,Y,Y,2.0,709.35,0,Urban,382,2619.43,1,Urban,1,74259.32,53918.49
C-25071,Dwain Bettcher,F,27,1392.18,1.0,Working,Core staff,Semi-Urban,38995.72,235.25,Y,N,2.0,607.96,0,Rural,360,1392.18,3,Rural,1,60785.15,0.0
C-22022,Keva Morrisey,F,27,3067.15,1.0,Working,Core staff,Semi-Urban,208557.19,668.11,N,N,1.0,782.67,0,Rural,247,3067.15,2,Rural,1,236340.77,119839.49
C-21463,Merrill Liebel,M,56,1760.66,1.0,Commercial associate,Cooking staff,Urban,97792.13,424.98,Y,Y,3.0,768.98,0,Semi-Urban,584,1760.66,1,Semi-Urban,1,117177.46,34676.52
C-40273,Felicita Aumick,F,28,3110.31,1.0,Commercial associate,Laborers,Semi-Urban,108985.29,422.77,Y,N,3.0,794.04,0,Urban,464,3110.31,3,Urban,1,154637.03,6827.41
C-31571,Rosetta River,F,26,2466.39,1.0,Working,Laborers,Semi-Urban,62130.91,376.19,N,Y,2.0,833.5,0,Semi-Urban,889,2466.39,2,Semi-Urban,1,112344.85,31829.38
C-15664,Aletha Fitzhugh,F,18,2223.085,1.0,Working,Laborers,Rural,70392.6,511.33,N,N,3.0,682.7,0,Rural,802,2223.81,4,Rural,1,92778.41,98773.22
C-23666,Krystin Metheny,F,57,1899.56,1.0,Working,Laborers,Semi-Urban,39300.47,242.54,N,N,3.0,706.26,0,Rural,317,1899.56,1,Rural,1,74198.85,14122.63
C-4293,Shanae Nurse,F,65,2223.085,1.0,Pensioner,Laborers,Semi-Urban,174229.91,740.52,N,Y,2.253141046651371,761.14,0,Urban,259,2223.81,4,Urban,1,244040.13,101505.89
C-39553,Jeannette Guidroz,M,61,1627.61,1.0,Pensioner,Laborers,Semi-Urban,34534.5,213.17,N,Y,2.0,766.07,0,Semi-Urban,930,1627.61,3,Semi-Urban,0,44845.43,113349.77
C-3485,Kendrick Strosnider,M,18,787.89,1.0,Working,Sales staff,Semi-Urban,109970.71,376.01,N,Y,2.0,682.35,0,Semi-Urban,781,787.89,1,Semi-Urban,1,189337.13,93721.82
C-36427,Sybil Valenzuela,F,65,2541.39,1.0,Pensioner,Laborers,Semi-Urban,38462.51,261.27,N,Y,2.0,725.73,0,Semi-Urban,424,2541.39,1,Semi-Urban,1,42897.48,-999.0
C-31764,Valentina Horan,M,32,2629.45,1.0,Commercial associate,Sales staff,Semi-Urban,137851.61,482.71,N,Y,2.0,652.66,0,Urban,408,2629.45,1,Urban,1,242580.28,22092.25
C-19498,Jong Arent,F,31,2223.085,1.0,Working,Laborers,Semi-Urban,140256.01,390.49,N,Y,3.0,796.08,0,Urban,144,2223.81,1,Urban,1,229468.05,41749.3
C-45085,Alyson Goodson,M,59,2608.9,1.0,Commercial associate,Drivers,Semi-Urban,61608.64,231.46,N,Y,1.0,677.3,0,Urban,328,2608.9,4,Urban,0,84114.91,45975.07
C-6577,Valentina Tank,M,22,1939.49,1.0,Working,Laborers,Semi-Urban,77026.41,506.95,Y,Y,2.253141046651371,853.32,0,Semi-Urban,135,1939.49,1,Semi-Urban,1,134730.47,118714.9
C-652,Caleb Zoller,F,38,2488.15,1.0,Working,Managers,Semi-Urban,75778.82,506.26,Y,Y,2.0,715.88,0,Rural,240,2488.15,2,Rural,1,122482.01,0.0
C-44002,Mara Palazzo,M,30,2230.12,1.0,Commercial associate,Sales staff,Semi-Urban,136669.72,613.84,Y,Y,2.0,705.59,0,Urban,876,2230.12,2,Urban,1,216588.69,19502.85318997599
C-8569,Shaquana Abdalla,F,65,2139.03,1.0,Pensioner,Laborers,Semi-Urban,24273.82,120.18,N,Y,2.0,663.55,0,Semi-Urban,540,2139.03,4,Semi-Urban,1,44871.4,68038.5
C-11840,Herma Kinch,F,37,2223.085,1.0,Working,Drivers,Urban,37201.8,201.79,Y,Y,4.0,609.09,0,Rural,164,2223.81,1,Rural,1,57852.87,0.0
C-32503,Alan Denker,M,23,2679.62,1.0,Working,Laborers,Semi-Urban,32209.2,177.56,N,Y,2.0,809.12,0,Urban,852,2679.62,1,Urban,1,58667.89,52706.62
C-18518,Mason Bourgault,M,51,3786.95,1.0,State servant,Core staff,Urban,149799.36,825.29,N,Y,2.0,649.53,0,Semi-Urban,334,3786.95,1,Semi-Urban,1,198621.94,0.0
C-657,Dean Couture,M,18,1888.56,1.0,Working,Core staff,Semi-Urban,43345.65,233.85,Y,Y,3.0,699.52,0,Semi-Urban,244,1888.56,3,Semi-Urban,1,74505.78,33286.28
C-47622,Maudie Knapp,M,23,2673.06,1.0,Commercial associate,Managers,Semi-Urban,143999.92,644.33,Y,Y,3.0,637.28,0,Urban,485,2673.06,2,Urban,1,184222.82,0.0
C-14211,Carolann Knipp,M,28,2223.085,1.0,Working,Core staff,Semi-Urban,42439.18,326.93,Y,Y,2.0,619.21,0,Semi-Urban,205,2223.81,3,Semi-Urban,1,56105.71,0.0
C-24391,Suzanna Bernhardt,F,18,1718.03,1.0,Working,Sales staff,Semi-Urban,60101.05,433.08,N,N,4.0,691.18,0,Urban,25,1718.03,3,Urban,1,96168.1,27274.11
C-31674,Gina Gourlay,M,35,3067.63,1.0,Working,Drivers,Semi-Urban,141104.6,535.24,N,Y,2.0,696.69,0,Urban,931,3067.63,2,Urban,1,215510.1,28134.43
C-28588,Shelby Labombard,M,18,1691.35,1.0,Working,Laborers,Semi-Urban,21727.12,115.71,N,N,2.0,731.97,0,Urban,609,1691.35,1,Urban,1,39269.19,82731.81
C-2140,Danica Lightford,M,18,2223.085,1.0,Commercial associate,Drivers,Urban,173847.69,514.49,N,Y,4.0,739.8891493203059,0,Urban,474,2223.81,3,Urban,1,196774.12,27955.53
C-40389,Jani Winton,F,35,1390.23,1.0,Working,Managers,Semi-Urban,20946.68,98.96,N,Y,2.0,700.33,0,Semi-Urban,740,1390.23,2,Semi-Urban,1,27163.22,24494.53
C-18858,Danny Harsh,M,41,2227.72,1.0,State servant,Managers,Semi-Urban,111309.29,614.27,N,Y,2.0,611.96,0,Semi-Urban,517,2227.72,4,Semi-Urban,1,192156.27,0.0
C-18827,Lawerence Flagler,F,27,3663.27,1.0,Working,Laborers,Semi-Urban,161928.24,699.02,Y,Y,2.0,704.55,0,Rural,623,3663.27,2,Rural,1,235337.53,120073.27
C-8737,Lucio Wilczynski,M,42,2296.7,1.0,State servant,Laborers,Semi-Urban,96578.6,477.77,Y,Y,4.0,725.33,0,Rural,702,2296.7,2,Rural,1,179107.99,49336.28
C-12422,Maudie Degraffenreid,F,26,3164.34,1.0,Commercial associate,Drivers,Semi-Urban,133888.32,435.13,Y,Y,2.0,831.34,0,Rural,199,3164.34,2,Rural,1,238721.68,50582.5
C-29668,Shelby Holladay,F,25,2387.22,1.0,Working,High skill tech staff,Rural,88083.02,276.97,N,Y,2.0,706.41,0,Semi-Urban,910,2223.81,4,Semi-Urban,1,155325.86,79506.53
C-38948,Marylee Roberie,F,29,2192.57,1.0,Working,Laborers,Semi-Urban,52186.62,253.24,N,Y,4.0,672.44,0,Urban,899,2192.57,1,Urban,1,90177.78,17771.18
C-28249,Hoyt Clyburn,F,65,2877.01,1.0,Pensioner,Laborers,Semi-Urban,39816.36,389.89,N,Y,1.0,852.53,0,Rural,654,2877.01,3,Rural,1,46080.67,10743.41
C-9947,Dori Imai,M,18,3663.23,1.0,Working,Laborers,Semi-Urban,148393.62,664.44,Y,Y,3.0,850.8,0,Urban,1,3663.23,1,Urban,1,173632.8,110239.94
C-3970,Sherie Gagnier,M,60,1350.32,1.0,Pensioner,Laborers,Semi-Urban,36543.7,187.76,N,Y,2.0,668.81,0,Semi-Urban,237,1350.32,2,Semi-Urban,1,69002.63,54785.18
C-48706,Antonietta Mellon,M,18,3529.98,1.0,Working,Private service staff,Rural,203430.73,799.99,Y,Y,2.0,721.08,0,Urban,286,3529.98,2,Urban,1,255999.18,42244.12
C-49840,Bulah Wurtz,M,18,2713.69,1.0,Working,Laborers,Rural,40860.84,185.58,N,Y,3.0,774.81,0,Urban,440,2713.69,4,Urban,1,62725.28,0.0
C-26439,Elva Oceguera,M,18,2409.54,1.0,Commercial associate,Core staff,Semi-Urban,47551.83,312.48,Y,N,3.0,824.09,0,Urban,259,2409.54,4,Urban,1,70139.55,72548.48
C-44586,Darius Canup,F,57,2428.13,1.0,Working,Accountants,Semi-Urban,123500.03,370.65,N,Y,1.0,805.58,0,Rural,496,2428.13,1,Rural,0,186819.72,51919.38
C-43358,Sid Bye,M,64,1854.57,1.0,Working,Laborers,Semi-Urban,161632.75,522.47,N,Y,1.0,612.15,0,Urban,389,1854.57,2,Urban,0,198617.69,0.0
C-14021,Frederica Brungardt,M,40,2383.53,1.0,Working,Laborers,Semi-Urban,52955.98,374.13,Y,Y,3.0,811.12,0,Semi-Urban,803,2383.53,1,Semi-Urban,1,71024.88,101066.85
C-37104,Genaro Conine,M,64,2006.3,1.0,Commercial associate,Sales staff,Semi-Urban,41960.17,277.68,N,Y,4.0,838.93,0,Semi-Urban,498,2006.3,2,Semi-Urban,1,50075.92,67044.88
C-36709,Sheron Shaughnessy,F,57,839.16,1.0,Working,Security staff,Rural,43283.74,174.76,N,Y,3.0,749.44,0,Urban,249,839.16,2,Urban,1,59184.99,0.0
C-31124,Mara Buttner,M,62,3502.93,1.0,Commercial associate,Managers,Semi-Urban,127279.7,582.3,Y,N,1.0,826.58,0,Semi-Urban,49,3502.93,2,Semi-Urban,1,192990.92,67528.29
C-3642,Winford Minjares,F,35,2223.085,1.0,Commercial associate,Sales staff,Urban,37274.04,436.45,Y,N,2.0,851.68,0,Semi-Urban,744,2223.81,4,Semi-Urban,1,63377.49,125008.51
C-40034,Evelina Groff,F,29,1515.29,1.0,Working,Laborers,Semi-Urban,37683.89,282.2,Y,N,3.0,830.76,0,Urban,423,1515.29,3,Urban,1,44241.0,31270.94
C-18289,Meghann Bickel,F,20,2223.085,1.0,Working,Laborers,Semi-Urban,41614.52,206.44,N,Y,2.0,690.94,0,Semi-Urban,651,2223.81,1,Semi-Urban,1,62008.44,10531.15
C-35710,Tyesha Kolbe,M,18,1937.71,1.0,Working,Drivers,Semi-Urban,171533.24,493.94,N,Y,2.0,789.82,0,Semi-Urban,260,1937.71,2,Semi-Urban,1,301230.37,69653.49
C-11360,Bridget Wideman,M,20,1552.25,1.0,Commercial associate,Laborers,Semi-Urban,70480.4,319.14,Y,Y,4.0,778.18,0,Semi-Urban,258,1552.25,1,Semi-Urban,1,117552.15,71403.1
C-8228,Albertha Tramel,M,35,1329.53,1.0,Working,Core staff,Semi-Urban,63228.13,277.44,N,Y,2.253141046651371,758.68,0,Rural,417,1329.53,3,Rural,1,88199.02,70839.19
C-25208,Masako Dumlao,M,37,2223.085,1.0,Working,Drivers,Urban,122317.74,410.75,Y,Y,2.0,674.29,0,Rural,422,2223.81,2,Rural,1,151604.85,59001.77
C-43765,Mana Sayre,M,37,2301.07,1.0,State servant,Core staff,Urban,39339.92,396.99,N,Y,1.0,749.04,0,Rural,48,2301.07,2,Rural,0,68240.96,92261.53
C-39686,Mona Hanneman,F,58,1003.96,1.0,Working,Core staff,Rural,27340.28,146.08,N,Y,4.0,670.02,0,Urban,677,1003.96,3,Urban,1,32183.58,51257.01
C-18000,Zoraida Weir,M,18,1935.77,1.0,Working,Laborers,Semi-Urban,13429.26,126.05,N,N,1.0,832.32,0,Semi-Urban,782,1935.77,3,Semi-Urban,1,25179.77,0.0
C-35260,Sol Eutsler,M,18,2089.12,1.0,Working,Sales staff,Semi-Urban,78264.55,221.36,N,N,2.0,675.88,0,Urban,761,2089.12,1,Urban,1,123717.08,88905.0
C-15150,Gilda Lynes,M,18,2223.085,1.0,Commercial associate,Laborers,Semi-Urban,64990.95,642.16,Y,Y,4.0,657.24,0,Rural,374,2223.81,4,Rural,1,87982.12,9105.08
C-9271,Brian Neiman,M,18,961.0,1.0,Commercial associate,Laborers,Semi-Urban,29013.24,154.42,N,N,4.0,793.61,0,Semi-Urban,105,961.0,4,Semi-Urban,1,41446.77,13605.26
C-17831,Ranee Richart,M,65,1517.58,1.0,Pensioner,Laborers,Semi-Urban,164159.18,749.73,N,Y,2.0,641.09,0,Urban,883,1517.58,2,Urban,0,189436.94,0.0
C-37545,Bert Gitlin,M,34,2627.96,1.0,Commercial associate,Laborers,Semi-Urban,92008.74,754.24,N,Y,2.0,708.84,0,Semi-Urban,322,2627.96,3,Semi-Urban,1,149854.62,45489.98
C-35383,Bryce Romney,F,50,1749.39,1.0,Commercial associate,Laborers,Semi-Urban,70436.89,202.42,N,N,3.0,726.0,0,Rural,746,1749.39,4,Rural,1,101990.32,35380.24155926506
C-40315,Brendan Kinch,M,64,643.26,1.0,Pensioner,Laborers,Semi-Urban,42430.53,179.47,Y,Y,2.0,713.52,0,Semi-Urban,586,643.26,2,Semi-Urban,1,69819.58,68909.01
C-46104,Valentina Kaiser,M,21,1398.04,1.0,Working,Core staff,Semi-Urban,26822.29,250.14,N,N,1.0,825.66,0,Semi-Urban,690,1398.04,2,Semi-Urban,1,31917.45,42641.38
C-43123,Patrick Roepke,F,38,1805.15,1.0,Working,Core staff,Rural,52024.49,248.72,N,Y,2.0,612.32,0,Rural,50,1805.15,1,Rural,1,89852.57,0.0
C-29175,Humberto Braithwaite,F,24,2756.16,1.0,Working,Laborers,Semi-Urban,84410.36,839.69,N,Y,1.0,843.34,0,Urban,144,2756.16,1,Urban,1,138354.03,88921.26
C-43238,Xenia Allinder,M,32,2716.02,1.0,Working,Sales staff,Semi-Urban,138898.34,464.91,Y,N,2.0,816.97,0,Rural,195,2716.02,1,Rural,0,195731.83,22090.65
C-5689,Kiyoko Graziano,F,20,1763.79,1.0,Working,Core staff,Semi-Urban,44672.77,274.23,N,Y,3.0,734.83,0,Semi-Urban,450,1763.79,3,Semi-Urban,1,61987.68,46907.07
C-11379,Jani Pecora,F,45,2154.46,1.0,Working,Laborers,Semi-Urban,16201.77,200.75,N,Y,2.0,673.67,0,Semi-Urban,922,2154.46,2,Semi-Urban,1,18870.21,26758.3
C-2296,Genaro Toledo,F,26,2223.085,1.0,Working,Accountants,Semi-Urban,99504.99,485.86,N,Y,3.0,855.25,0,Rural,196,2223.81,2,Rural,1,111525.44,145386.0
C-21532,Alma Luque,F,18,1092.21,1.0,Working,Sales staff,Semi-Urban,94452.25,300.15,N,N,2.0,646.21,0,Semi-Urban,543,1092.21,2,Semi-Urban,1,122464.14,0.0
C-31737,Christiana Hice,F,41,2135.01,1.0,Commercial associate,Sales staff,Urban,90771.96,344.32,N,Y,2.0,739.8891493203059,0,Rural,794,2135.01,1,Rural,1,156664.81,70483.88
C-41502,Sherwood Philbrick,F,25,2870.9,1.0,Working,Medicine staff,Semi-Urban,111111.13,315.99,N,N,2.0,760.57,0,Urban,718,2870.9,2,Urban,0,192749.69,44622.29
C-38351,Karlyn Silver,M,45,2112.3,1.0,State servant,Core staff,Semi-Urban,74619.37,366.49,N,Y,2.0,642.39,0,Semi-Urban,396,2112.3,2,Semi-Urban,1,97829.13,0.0
C-40794,Sherwood Saraiva,M,65,2435.74,1.0,Pensioner,Laborers,Semi-Urban,51025.4,433.34,N,Y,1.0,771.71,0,Urban,286,2435.74,2,Urban,1,64475.79,31858.06
C-38599,Leslie Downs,M,54,1111.55,1.0,Working,Laborers,Rural,56485.29,214.27,Y,N,2.0,607.75,0,Urban,571,1111.55,2,Urban,1,68693.53,0.0
C-7957,Sid Weitzel,F,18,2022.77,1.0,Commercial associate,Laborers,Semi-Urban,136776.93,410.54,N,N,2.0,662.8,0,Rural,22,2022.77,1,Rural,1,153867.55,0.0
C-33986,Grady Ferrier,M,21,2031.23,1.0,State servant,Accountants,Rural,14007.81,187.46,N,N,1.0,791.15,0,Semi-Urban,284,2031.23,3,Semi-Urban,1,16159.58,25857.31
C-28655,Jennette Kennard,F,61,2439.1,1.0,Working,Sales staff,Rural,37956.51,205.1,N,N,1.0,817.1,0,Semi-Urban,432,2439.1,2,Semi-Urban,0,60131.4,25101.16
C-26497,Lakendra Grantham,F,48,1268.01,1.0,Working,Sales staff,Semi-Urban,66872.98,296.09,N,Y,2.253141046651371,692.05,0,Semi-Urban,497,1268.01,1,Semi-Urban,1,-999.0,42495.41
C-5095,Nilda Spidle,M,65,2180.96,1.0,Pensioner,Laborers,Semi-Urban,42201.54,243.49,N,Y,2.0,643.75,0,Urban,570,2180.96,1,Urban,0,57735.26,0.0
C-179,Dean Voltz,M,61,3151.53,1.0,Working,Laborers,Semi-Urban,70333.69,725.37,N,Y,3.0,681.21,0,Rural,68,3151.53,4,Rural,1,132563.73,0.0
C-47750,Aaron Kranz,M,63,424.45,1.0,Pensioner,Laborers,Semi-Urban,90769.82,320.73,Y,Y,2.0,664.38,0,Semi-Urban,628,424.45,4,Semi-Urban,1,122858.81,104471.65
C-15582,Kristeen Elfrink,M,65,1597.68,1.0,Pensioner,Laborers,Semi-Urban,43078.88,458.47,N,Y,2.0,695.59,0,Semi-Urban,258,1597.68,1,Semi-Urban,0,59367.29,35819.94
C-14247,Masako Joye,M,35,2124.13,1.0,State servant,Laborers,Semi-Urban,100502.67,480.95,Y,N,2.0,639.2,0,Urban,877,2124.13,3,Urban,1,142755.68,0.0
C-6170,Benton Tullius,M,59,2246.38,1.0,State servant,Core staff,Semi-Urban,127030.37,387.26,N,Y,4.0,797.76,0,Rural,70,2246.38,4,Rural,1,151127.72,97655.2
C-11607,Lacey Guarino,M,18,996.77,1.0,Working,Laborers,Semi-Urban,31558.07,324.71,N,Y,2.0,732.45,0,Rural,689,996.77,3,Rural,1,49811.55,0.0
C-3332,Mason Jimison,M,27,2223.085,1.0,Commercial associate,Drivers,Rural,67010.1,571.96,Y,Y,2.0,818.16,0,Rural,81,2223.81,2,Rural,1,74385.02,32340.12
C-13415,Mickey Huggett,M,21,1328.14,1.0,Working,Laborers,Rural,38226.14,309.73,N,N,1.0,634.33,0,Semi-Urban,739,1328.14,4,Semi-Urban,1,53951.68,0.0
C-21410,Margareta Seegmiller,F,31,2223.085,1.0,Working,Sales staff,Semi-Urban,33192.95,178.67,N,Y,2.253141046651371,740.26,0,Semi-Urban,246,2223.81,3,Semi-Urban,1,51698.83,39530.43
C-27483,Selena Steger,M,32,2223.085,1.0,Working,Cooking staff,Rural,58996.9,268.52,N,Y,2.0,806.83,0,Semi-Urban,386,2223.81,3,Semi-Urban,1,97523.0,67785.26
C-29636,Melonie Chabot,F,65,3161.37,1.0,Pensioner,Laborers,Rural,110912.79,659.17,Y,N,2.0,694.57,0,Rural,278,3161.37,4,Rural,0,138644.45,0.0
C-29942,Albertina Cauley,F,61,3071.27,1.0,Pensioner,Laborers,Rural,143331.58,642.28,N,Y,2.0,744.98,0,Rural,67,3071.27,2,Rural,1,254942.39,60571.92
C-36026,Evelina Bibbs,M,38,1673.82,1.0,Commercial associate,Managers,Semi-Urban,55777.86,295.82,N,N,2.0,729.82,0,Semi-Urban,951,1673.82,1,Semi-Urban,1,100290.11,0.0
C-12733,Sherie Riviera,F,24,3688.7,1.0,Working,Laborers,Semi-Urban,69877.33,340.96,N,N,2.0,678.23,0,Urban,659,3688.7,2,Urban,1,84903.13,51132.25
C-5814,Alaina Hanneman,M,34,2055.43,1.0,Working,High skill tech staff,Semi-Urban,42477.42,202.13,N,Y,2.0,767.16,0,Urban,35,2055.43,3,Urban,1,54319.2,15205.81
C-44123,Bette Hudnall,M,47,1385.9,1.0,Working,Cleaning staff,Semi-Urban,35713.34,291.77,N,N,1.0,730.25,0,Semi-Urban,984,1385.9,3,Semi-Urban,1,44337.54,0.0
C-12150,Karlyn Moss,F,22,1060.82,1.0,Working,Sales staff,Semi-Urban,32321.64,132.77,N,Y,2.0,739.8891493203059,0,Urban,663,1060.82,1,Urban,1,41535.58,137757.78
C-22540,Karri Willman,M,18,2223.085,1.0,Commercial associate,Laborers,Semi-Urban,33468.21,339.35,N,N,2.0,730.65,0,Rural,159,2223.81,3,Rural,1,49911.97,89077.1
C-14153,Meghann Turberville,F,30,2487.07,1.0,Working,Drivers,Semi-Urban,151456.79,772.81,Y,Y,4.0,633.64,0,Rural,940,2487.07,2,Rural,1,264213.83,0.0
C-40471,Risa Spicher,M,43,1511.71,1.0,Working,Core staff,Semi-Urban,71506.84,279.98,Y,Y,4.0,750.64,0,Urban,172,1511.71,2,Urban,1,82465.57,38923.95
C-26179,Annalisa Luera,M,52,3181.91,1.0,Working,Laborers,Semi-Urban,65377.56,424.15,N,N,1.0,706.0,0,Urban,78,3181.91,1,Urban,1,73293.55,0.0
C-49645,Mervin Hartgrove,M,33,2616.03,1.0,Working,Drivers,Semi-Urban,22040.54,228.0,Y,Y,3.0,740.59,0,Urban,208,2616.03,1,Urban,1,32978.03,17120.58
C-44991,Alva Scroggins,M,28,1811.54,1.0,Working,Laborers,Semi-Urban,20198.33,229.69,N,Y,2.0,719.85,0,Urban,724,1811.54,3,Urban,1,29185.67,0.0
C-38777,Karrie Diller,F,30,2496.51,1.0,Working,Laborers,Semi-Urban,149245.22,614.94,Y,Y,2.0,762.11,0,Urban,326,2496.51,3,Urban,1,271256.11,137078.66
C-39708,Emmy Kapoor,F,45,1712.76,1.0,Working,Laborers,Semi-Urban,51756.18,314.39,N,N,1.0,620.22,0,Rural,587,1712.76,3,Rural,1,74957.08,0.0
C-20260,Desire Montoya,F,20,872.79,1.0,Commercial associate,Core staff,Rural,51171.35,264.87,N,Y,2.253141046651371,739.8891493203059,0,Semi-Urban,135,872.79,1,Semi-Urban,1,60142.78,50042.72
C-6858,Neoma Cheng,F,27,2157.51,1.0,Working,Laborers,Semi-Urban,45541.46,239.5,N,N,1.0,640.77,0,Urban,414,2157.51,4,Urban,1,76836.27,0.0
C-18016,Pam Rakowski,F,54,2425.16,1.0,Working,Laborers,Semi-Urban,139507.43,604.8,N,Y,2.253141046651371,715.68,0,Semi-Urban,206,2425.16,4,Semi-Urban,1,160319.42,0.0
C-45345,Jocelyn Delp,M,24,1612.91,1.0,Working,Laborers,Semi-Urban,124502.55,363.24,Y,Y,3.0,739.8891493203059,0,Semi-Urban,5,1612.91,1,Semi-Urban,0,143107.33,0.0
C-13846,Gricelda Horney,M,48,2001.88,1.0,Working,High skill tech staff,Semi-Urban,40425.15,190.53,Y,Y,2.0,666.01,0,Semi-Urban,89,2001.88,4,Semi-Urban,1,62245.78,29709.82
C-33005,Nelly Hatcher,M,37,2691.13,1.0,Working,Core staff,Semi-Urban,76368.76,380.48,N,Y,2.0,765.17,0,Semi-Urban,890,2691.13,2,Semi-Urban,1,128919.81,68614.58
C-37004,Nicki Nitta,M,35,2602.71,1.0,Working,Laborers,Semi-Urban,60816.05,425.03,Y,Y,3.0,705.23,0,Semi-Urban,647,2602.71,3,Semi-Urban,1,86795.77,24720.1
C-26749,Sybil Ortego,M,39,3127.25,1.0,Working,Managers,Semi-Urban,84731.58,345.34,N,Y,2.0,763.92,0,Rural,330,3127.25,1,Rural,1,154382.09,16413.73
C-22850,Sadie Robards,M,57,3837.24,1.0,Commercial associate,Core staff,Semi-Urban,172498.59,483.8,N,Y,2.0,772.03,0,Urban,731,3837.24,1,Urban,1,244775.89,0.0
C-7478,Lorriane Vancleve,F,21,3094.44,1.0,State servant,Medicine staff,Semi-Urban,93187.57,416.84,N,Y,2.0,640.75,0,Semi-Urban,829,3094.44,4,Semi-Urban,1,156277.27,0.0
C-39077,Lynn Hudnall,M,56,1239.52,1.0,Working,Laborers,Rural,78665.0,331.74,N,Y,3.0,680.89,0,Rural,281,1239.52,2,Rural,1,113980.79,0.0
C-25112,Aletha Pulver,F,33,1116.31,1.0,Working,High skill tech staff,Semi-Urban,20274.41,219.63,N,N,1.0,747.93,0,Rural,851,1116.31,3,Rural,1,24861.54,113856.71
C-49791,Azzie Capp,F,18,2037.82,1.0,Working,Drivers,Semi-Urban,197862.75,587.32,Y,N,3.0,722.74,0,Urban,676,2037.82,4,Urban,0,231902.93,70062.84
C-49704,Leonel Savarese,F,42,1353.08,1.0,Working,Laborers,Semi-Urban,26657.47,159.92,N,Y,2.0,607.95,0,Semi-Urban,768,1353.08,2,Semi-Urban,1,29608.35,0.0
C-5456,Lacey Harrell,F,31,2223.085,1.0,Working,Managers,Urban,196796.83,530.55,Y,Y,2.0,666.27,0,Semi-Urban,919,2223.81,3,Semi-Urban,1,273551.41,26788.69
C-18107,Beatriz Genovese,F,65,1903.88,1.0,Pensioner,Laborers,Semi-Urban,76163.69,320.59,N,Y,1.0,609.09,0,Semi-Urban,274,1903.88,1,Semi-Urban,1,103805.2,0.0
C-14227,Gina Dunnington,M,26,2223.085,1.0,Working,Core staff,Semi-Urban,133307.01,387.05,Y,N,4.0,733.05,0,Semi-Urban,308,2223.81,4,Semi-Urban,1,153005.73,22121.0
C-4609,Sharita Tabarez,M,28,2223.085,1.0,Working,Laborers,Semi-Urban,55605.64,273.92,N,N,1.0,832.4,0,Rural,626,2223.81,2,Rural,1,75323.14,35043.14
