Customer ID,Name,Gender,Age,Income (USD),Income Stability,Profession,Type of Employment,Location,Loan Amount Request (USD),Current Loan Expenses (USD),Expense Type 1,Expense Type 2,Dependents,Credit Score,No. of Defaults,Has Active Credit Card,Property ID,Property Age,Property Type,Property Location,Co-Applicant,Property Price,Loan Sanction Amount (USD),Loan_Approved
C-7776,Princess Sorrels,M,55,3036.39,Low,Commercial associate,Laborers,Semi-Urban,77724.37,391.71,N,Y,2.0,659.91,0,Inactive,973,3036.39,4,Semi-Urban,1,125168.39,50520.84,1
C-3779,Augustus Resch,F,26,3040.27,Low,Commercial associate,Laborers,Semi-Urban,49286.29,232.2,Y,Y,3.0,740.6,0,Active,688,3040.27,1,Rural,1,82632.51,32036.09,1
C-4486,Brian Arnott,F,29,2025.31,Low,Working,Core staff,Semi-Urban,24328.54,141.69,N,Y,2.0,809.36,0,Active,225,2025.31,2,Rural,1,40039.78,19462.83,1
C-5791,Gina Cartier,M,61,875.81,Low,Working,Sales staff,Rural,28352.08,146.71,N,Y,3.0,764.83,0,Inactive,287,875.81,4,Rural,1,48808.16,19846.46,1
C-27598,Ha Cane,F,20,1043.23,Low,Commercial associate,Laborers,Semi-Urban,54014.37,136.14,Y,N,2.0,700.98,0,Active,520,1043.23,2,Semi-Urban,1,84654.16,35109.34,1
C-21461,Tandra Jennings,F,55,2222.435,Low,State servant,Laborers,Semi-Urban,27865.03,137.28,N,Y,2.0,712.75,0,Unpossessed,128,2223.25,1,Rural,1,35073.26,19505.52,1
C-11572,Livia Elling,F,41,2222.435,Low,Working,Laborers,Semi-Urban,113817.62,575.38,N,N,1.0,655.67,0,Active,616,2223.25,1,Semi-Urban,1,181548.1,79672.33,1
C-11020,Deborah Mcgranahan,F,47,1607.79,Low,Working,Drivers,Urban,21344.0,237.69,N,N,1.0,855.84,1,Inactive,961,1607.79,2,Urban,1,27469.72,35209.395000000004,1
C-49165,Gertrud Ratchford,M,18,2179.16,Low,Commercial associate,Laborers,Urban,63104.68,651.01,N,Y,2.0,658.23,0,Inactive,724,2179.16,3,Urban,0,110217.6,0.0,0
C-24706,Faustina Kosak,M,20,1015.02,Low,Working,Core staff,Rural,58658.9,200.79,N,N,3.0,757.94,0,Unpossessed,452,1015.02,1,Semi-Urban,1,65496.27,43994.18,1
C-10682,Fabiola Trottier,F,22,1290.9,Low,Commercial associate,Core staff,Rural,68630.04,513.54,N,Y,6.0,757.74,0,Active,816,1290.9,3,Semi-Urban,1,104606.87,48041.03,1
C-3567,Bernadine Hoard,M,55,3315.28,Low,Commercial associate,Core staff,Semi-Urban,65800.06,474.16,N,Y,2.0,739.82,0,Inactive,506,3315.28,4,Urban,0,120856.29,0.0,0
C-26553,Noe Scroggins,M,31,1472.48,Low,Working,Security staff,Rural,38943.9,165.45,N,Y,2.0,828.34,0,Active,669,1472.48,4,Rural,1,63066.75,27260.73,1
C-44798,Shona Cadieux,M,61,1252.65,High,Pensioner,Laborers,Semi-Urban,30486.1,344.67,N,Y,1.0,857.79,0,Unpossessed,844,1252.65,4,Rural,1,35442.64,22864.57,1
C-17611,Leanne Boruff,M,20,2777.54,Low,Commercial associate,High skill tech staff,Semi-Urban,132260.12,498.8,N,Y,2.0,701.53,0,Inactive,989,2777.54,4,Urban,1,228226.76,85969.08,1
C-22447,Lida Wilczynski,M,18,1088.53,Low,Working,Sales staff,Semi-Urban,35044.15,342.16,N,N,2.0,639.75,0,Active,198,1088.53,3,Rural,0,54402.21,0.0,0
C-49404,Alva Nicastro,F,48,1241.1,Low,Working,Drivers,Semi-Urban,46932.88,383.97,Y,Y,2.0,744.6,1,Inactive,432,1241.1,2,Semi-Urban,0,51696.94,0.0,0
C-27218,Trinidad Howey,F,44,2849.27,Low,Working,Core staff,Semi-Urban,82651.43,396.94,N,N,1.0,804.06,1,Unpossessed,851,2849.27,3,Rural,1,136099.78,57856.0,1
C-18942,Cecile Shifflett,M,18,2285.06,Low,Commercial associate,Drivers,Rural,79654.53,392.26,Y,Y,1.0,734.25,0,Inactive,890,2285.06,2,Semi-Urban,1,117125.23,55758.17,1
C-16334,Raina Dodson,F,55,2546.34,Low,State servant,Medicine staff,Urban,101716.29,622.62,N,Y,1.0,687.06,0,Unpossessed,278,2546.34,4,Semi-Urban,1,185685.58,66115.59,1
C-6186,Nichelle Ibarra,F,64,3140.33,Low,Working,Medicine staff,Semi-Urban,125671.75,494.83,Y,Y,2.0,759.87,0,Unpossessed,170,3140.33,4,Rural,1,162798.89,94253.81,1
C-5501,Suzanna Beers,F,45,2076.26,Low,Working,Laborers,Semi-Urban,137488.45,508.12,N,Y,4.0,663.83,1,Inactive,97,2076.26,1,Rural,1,170014.14,96241.92,1
C-37671,Jenni Leanos,F,33,3331.69,Low,Working,Laborers,Semi-Urban,105972.57,723.63,N,N,3.0,624.5,0,Unpossessed,237,3331.69,2,Semi-Urban,1,175151.08,0.0,0
C-13990,Annelle Jaworski,M,49,2326.03,Low,Commercial associate,Core staff,Urban,24365.15,130.84,N,Y,2.0,817.95,0,Active,372,2326.03,3,Urban,1,41102.87,18273.86,1
C-23695,Ming Kitch,F,29,2222.435,Low,Working,Waiters/barmen staff,Rural,97476.11,441.11,N,N,2.0,726.4,1,Inactive,447,2223.25,4,Semi-Urban,1,140400.8,63359.47,1
C-38439,Hallie Leitner,F,53,1221.92,Low,Commercial associate,Sales staff,Semi-Urban,27114.74,136.18,N,Y,2.0,617.08,0,Active,377,1221.92,2,Semi-Urban,1,32744.6,0.0,0
C-6796,Clarinda Vanderhoof,M,60,1927.03,Low,Working,Laborers,Semi-Urban,124488.26,591.83,N,N,1.0,622.87,0,Unpossessed,391,1927.03,3,Rural,1,204219.18,0.0,0
C-5261,Beatriz Nosal,F,51,2222.435,Low,Working,Laborers,Semi-Urban,91221.86,382.93,N,Y,2.0,704.9,0,Unpossessed,331,2223.25,2,Urban,1,143909.21,63855.3,1
C-36901,Ranae Abell,F,31,1738.45,Low,State servant,Core staff,Semi-Urban,142319.29,340.56,N,N,2.0,799.06,0,Active,349,1738.45,3,Urban,1,264334.68,113855.43,1
C-39181,Alethia Hartig,F,18,3328.05,Low,Working,Managers,Semi-Urban,148258.02,471.02,Y,Y,1.0,744.36,0,Unpossessed,989,3328.05,4,Urban,1,167710.44,96367.71,1
C-22877,Magdalena Taul,F,22,2222.435,Low,Working,Drivers,Semi-Urban,144614.22,613.68,Y,Y,2.0,701.3,0,Inactive,120,2223.25,1,Urban,1,161301.91,101229.95,1
C-47564,Sidney Marshburn,M,60,2165.98,Low,Working,Cleaning staff,Rural,59468.74,158.23,N,Y,2.0,785.6,0,Active,524,2165.98,1,Semi-Urban,0,74304.98,0.0,0
C-20792,Odessa Garibaldi,F,65,2222.435,High,Pensioner,Laborers,Semi-Urban,30055.29,308.83,N,Y,2.0,795.46,0,Active,486,2223.25,4,Rural,1,38285.64,22541.47,1
C-4354,Kenny Kwong,F,30,1669.56,Low,Working,Sales staff,Urban,59247.16,281.79,N,Y,1.0,739.82,0,Active,843,1669.56,2,Urban,1,105074.56,41473.01,1
C-17415,Beatriz Hollenbach,F,36,2222.435,Low,Commercial associate,Managers,Semi-Urban,128374.5,701.61,Y,Y,2.0,884.71,0,Inactive,845,2223.25,3,Rural,1,166625.91,89862.15,1
C-45311,Vito Lawry,M,42,2283.17,Low,Commercial associate,High skill tech staff,Semi-Urban,61571.26,373.95,Y,Y,2.0,796.3,0,Active,681,2283.17,4,Semi-Urban,0,96321.91,0.0,0
C-10042,Noe Reitzel,M,65,1553.41,High,Pensioner,Laborers,Rural,68123.95,265.83,N,Y,2.0,836.62,0,Active,318,1553.41,4,Semi-Urban,1,125620.7,47686.76,1
C-2398,Dominica Strosnider,F,18,2786.94,Low,Working,Drivers,Semi-Urban,83917.07,602.86,Y,N,2.0,674.82,0,Inactive,893,2786.94,3,Semi-Urban,1,92657.24,54546.1,1
C-5288,America Kollar,M,65,2222.435,High,Pensioner,Laborers,Rural,70505.52,303.03,Y,Y,2.0,758.98,0,Active,120,2223.25,1,Urban,1,92249.86,56404.42,1
C-3508,Regenia Gessner,F,28,1757.7,Low,Commercial associate,Managers,Semi-Urban,39108.13,191.19,N,Y,2.0,719.29,0,Active,726,1757.7,3,Urban,1,61597.6,25420.28,1
C-3865,Kenny Cantor,M,54,2222.435,Low,Working,Managers,Semi-Urban,17210.17,97.31,N,Y,2.0,774.53,0,Inactive,958,2223.25,4,Semi-Urban,1,26103.59,12047.12,1
C-8262,Felisa Tootle,M,23,1967.34,Low,Working,Laborers,Rural,66930.69,297.72,N,Y,1.0,718.12,0,Inactive,649,1967.34,2,Semi-Urban,1,118032.65,46851.48,1
C-45839,Elden Helbing,M,20,1290.07,Low,Working,Secretaries,Rural,82078.46,364.39,N,Y,2.0,730.39,0,Inactive,265,1290.07,3,Urban,0,142918.81,0.0,0
C-15533,Harris Wolken,F,52,2708.25,Low,Working,Sales staff,Semi-Urban,70124.94,522.95,N,Y,3.0,743.53,0,Inactive,724,2708.25,3,Urban,1,92156.12,45581.21,1
C-8081,Margrett Kelton,M,53,3271.04,Low,Working,Laborers,Semi-Urban,64205.98,431.92,N,Y,4.0,705.27,0,Inactive,796,3271.04,1,Rural,1,82622.26,44944.19,1
C-29445,Alethia Luera,M,26,2222.435,Low,Commercial associate,Medicine staff,Urban,83313.99,410.72,Y,Y,3.0,726.25,0,Active,507,2223.25,4,Rural,1,154594.55,54154.09,1
C-3834,Patrick Costillo,F,42,1827.4,Low,Working,Laborers,Semi-Urban,55170.68,318.92,N,Y,3.0,843.03,0,Unpossessed,563,1827.4,2,Rural,1,80534.27,41378.01,1
C-45696,Luciano Elling,M,42,2410.19,Low,Commercial associate,Sales staff,Semi-Urban,81511.81,566.31,Y,N,3.0,681.37,0,Unpossessed,182,2410.19,2,Semi-Urban,0,107782.61,0.0,0
C-11608,Bryce Arboleda,M,18,2222.435,Low,State servant,Core staff,Semi-Urban,139868.63,587.16,Y,Y,2.0,667.77,0,Active,157,2223.25,2,Semi-Urban,1,264256.15,97908.04,1
C-48949,Hilary Twiford,F,65,2202.2,High,Pensioner,Laborers,Rural,73262.12,694.24,Y,N,2.0,834.3,0,Active,155,2202.2,4,Semi-Urban,0,102073.58,0.0,0
C-27951,Serafina Osby,M,57,2222.435,Low,Working,Sales staff,Semi-Urban,39785.45,189.14,Y,Y,2.0,666.42,0,Inactive,415,2223.25,4,Semi-Urban,1,43841.78,25860.54,1
C-49129,Kristen Calico,F,35,1822.31,Low,Commercial associate,Managers,Semi-Urban,141248.89,445.11,N,Y,2.0,857.64,0,Unpossessed,992,1822.31,3,Urban,0,211515.14,141248.89,1
C-8754,Alysa Mullan,M,57,3263.97,Low,Commercial associate,Accountants,Semi-Urban,61147.33,398.61,N,Y,1.0,801.34,0,Inactive,563,3263.97,2,Rural,1,70378.34,42803.13,1
C-31054,Crista Primus,M,23,3650.99,Low,Commercial associate,Laborers,Semi-Urban,149378.68,427.97,N,Y,2.0,798.47,1,Inactive,548,3650.99,1,Urban,1,219865.08,104565.08,1
C-5387,Sheron Deford,F,54,1431.88,Low,Working,Laborers,Semi-Urban,16519.11,133.85,Y,N,1.0,668.97,0,Active,218,1431.88,2,Urban,1,18194.33,10737.42,1
C-42377,Gerri Cockrum,M,51,1560.88,Low,Working,Cleaning staff,Semi-Urban,80555.08,439.77,N,Y,2.0,813.93,0,Active,837,1560.88,1,Semi-Urban,1,113057.47,0.0,0
C-44664,Marietta Straw,F,20,2869.77,Low,Working,Laborers,Semi-Urban,89391.22,374.94,Y,Y,3.0,671.9,0,Unpossessed,580,2869.77,1,Rural,1,108976.66,0.0,0
C-9416,Michelina Stuck,M,18,2437.88,Low,Working,Laborers,Rural,37767.56,191.11,Y,Y,2.0,694.01,0,Active,93,2437.88,2,Semi-Urban,1,57626.07,26437.29,1
C-39983,Traci Fitting,M,40,2920.29,Low,Commercial associate,Sales staff,Semi-Urban,154902.72,586.24,Y,N,2.0,649.63,0,Active,683,2920.29,4,Rural,0,184585.32,0.0,0
C-20626,Kayleen Schuetz,M,61,2464.83,High,Pensioner,Laborers,Semi-Urban,77200.42,294.54,N,Y,2.0,739.82,0,Inactive,76,2464.83,4,Urban,1,105830.18,61760.34,1
C-42331,Franklin Brenton,F,32,2622.41,Low,Working,Laborers,Semi-Urban,62549.86,478.49,Y,Y,2.0,796.88,0,Active,289,2622.41,3,Rural,1,90506.65,0.0,0
C-16498,Keitha Shores,F,61,3140.81,Low,Commercial associate,Core staff,Urban,31864.57,142.45,Y,Y,2.0,685.15,1,Active,97,3140.81,1,Rural,1,56652.55,20711.97,1
C-18417,Leeanne Delillo,F,18,2222.435,Low,Working,Laborers,Semi-Urban,20631.17,175.15,N,N,2.0,641.57,1,Inactive,429,2223.25,1,Semi-Urban,1,30263.39,0.0,0
C-38534,Lore Clendenin,M,22,2362.35,Low,State servant,Laborers,Semi-Urban,106584.46,306.8,N,Y,2.0,869.21,0,Inactive,680,2362.35,1,Semi-Urban,1,123695.63,85267.57,1
C-3235,Lynda Wolken,M,37,1803.59,Low,Working,Laborers,Semi-Urban,61440.98,278.63,N,N,2.0,704.95,0,Active,756,1803.59,3,Rural,1,82476.33,43008.69,1
C-43125,Nikki Weinstock,F,52,1802.5,Low,Working,Laborers,Semi-Urban,65788.61,288.08,N,Y,2.0,785.62,0,Inactive,986,1802.5,4,Semi-Urban,1,98042.5,0.0,0
C-30274,Shyla Burson,F,63,1193.97,High,Pensioner,Laborers,Semi-Urban,104879.96,542.23,Y,N,3.0,705.89,0,Active,506,1193.97,4,Urban,0,183203.77,73415.97,1
C-1278,Marvella Valenzuela,F,30,2222.435,Low,Working,Drivers,Rural,52051.34,245.54,Y,Y,2.0,600.56,0,Active,174,2223.25,4,Urban,1,68155.73,0.0,0
C-27795,Milagros Hooser,M,63,3540.16,Low,Working,Laborers,Semi-Urban,100895.2,338.19,Y,Y,2.0,694.9,0,Unpossessed,410,2223.25,2,Semi-Urban,1,138844.83,65581.88,1
C-30539,Denise Carns,M,59,2247.91,Low,Working,Laborers,Semi-Urban,19227.18,105.59,N,N,1.0,633.35,0,Active,170,2247.91,4,Rural,1,28563.53,0.0,0
C-16125,Necole Mebane,F,47,1848.62,Low,Working,Sales staff,Semi-Urban,134307.99,500.76,Y,Y,3.0,629.09,0,Unpossessed,515,1848.62,4,Urban,0,220749.5,0.0,0
C-12586,Nan Liebold,F,40,2463.77,Low,Working,Laborers,Semi-Urban,47577.34,385.94,Y,N,2.0,625.1,1,Inactive,511,2463.77,3,Urban,0,73503.53,0.0,0
C-13095,Gay Degraffenreid,M,18,1667.69,Low,Working,Sales staff,Semi-Urban,123939.99,587.31,N,Y,4.0,838.21,0,Active,637,1667.69,4,Semi-Urban,1,192005.5,86757.99,1
C-33069,Claud Richart,M,18,991.14,Low,Commercial associate,Laborers,Semi-Urban,30588.55,138.59,N,Y,3.0,769.16,0,Inactive,471,991.14,1,Rural,1,42065.67,24470.84,1
C-16013,Lore Munsterman,F,63,1606.61,High,Pensioner,Laborers,Semi-Urban,38770.77,269.21,N,N,1.0,782.18,0,Inactive,672,1606.61,2,Rural,0,49873.13,29078.08,1
C-42235,Trinidad Prigge,F,30,918.77,Low,Commercial associate,Laborers,Semi-Urban,96938.32,452.66,Y,Y,3.0,714.32,1,Inactive,353,918.77,4,Urban,0,116385.78,0.0,0
C-49775,Sharri Moats,F,63,2920.29,High,Pensioner,Laborers,Urban,110455.32,534.73,N,Y,2.0,790.08,1,Active,173,2920.29,1,Urban,1,121658.62,0.0,0
C-39043,Brinda Roder,M,26,2827.6,Low,Commercial associate,Laborers,Semi-Urban,128566.06,385.07,N,N,2.0,751.59,0,Active,978,2827.6,2,Semi-Urban,1,192378.39,96424.54,1
C-26295,Paulene Bittinger,M,21,756.89,Low,Working,Laborers,Semi-Urban,25030.37,128.87,N,Y,2.0,699.1,0,Active,211,756.89,1,Semi-Urban,1,40479.52,17521.26,1
C-27944,Eilene Liston,M,48,1268.26,Low,Working,Sales staff,Semi-Urban,79883.85,430.61,N,N,2.0,641.75,0,Active,224,1268.26,3,Semi-Urban,1,130059.72,0.0,0
C-33641,Francie Gabler,F,64,1229.89,Low,Working,Laborers,Semi-Urban,52314.1,285.17,Y,Y,2.0,651.72,0,Unpossessed,26,1229.89,2,Rural,1,80142.17,34004.16,1
C-47229,Desire Mcpherson,F,30,2965.54,Low,Working,Sales staff,Semi-Urban,68498.99,569.53,N,N,2.0,630.99,0,Active,680,2965.54,1,Semi-Urban,1,90546.71,0.0,0
C-3751,Bette Nalls,F,27,1863.99,Low,Commercial associate,Sales staff,Semi-Urban,118148.95,569.94,N,Y,2.0,847.71,0,Inactive,582,1863.99,3,Urban,1,201964.04,94519.16,1
C-14836,Polly Kreger,F,18,1247.0,Low,Working,Laborers,Semi-Urban,89169.35,407.53,N,N,1.0,682.9,1,Unpossessed,835,1247.0,1,Rural,1,160388.01,57960.08,1
C-43685,Dinorah Kos,F,30,2041.45,Low,Working,Core staff,Semi-Urban,103312.01,672.1,N,Y,3.0,658.86,0,Unpossessed,353,2041.45,4,Urban,0,171116.96,0.0,0
C-15895,Ha Modica,M,19,2222.435,Low,Working,Laborers,Semi-Urban,70261.33,368.31,Y,Y,1.0,672.88,0,Unpossessed,260,2223.25,2,Semi-Urban,1,87396.24,49182.93,1
C-10862,Ranae Thorp,M,23,2183.2,Low,Working,Cooking staff,Rural,77176.02,419.22,N,N,2.0,713.46,0,Active,561,2183.2,3,Rural,1,121593.63,50164.41,1
C-46619,Deeann Rawlings,M,35,2478.72,Low,State servant,Core staff,Urban,154365.6,433.71,N,Y,3.0,795.04,0,Unpossessed,760,2478.72,4,Semi-Urban,0,216894.91,0.0,0
C-48490,Enola Spinelli,F,57,1322.32,Low,Working,Medicine staff,Rural,99545.74,343.86,N,N,2.0,793.18,1,Unpossessed,256,1322.32,2,Semi-Urban,0,157014.99,0.0,0
C-4407,Ranee Paolucci,M,18,1277.88,Low,Working,Sales staff,Semi-Urban,40495.59,302.1,N,Y,2.0,683.53,1,Inactive,913,1277.88,4,Rural,1,54088.03,26322.13,1
C-30182,Elza Lanier,F,58,1678.96,Low,Commercial associate,Sales staff,Rural,16961.44,132.75,N,Y,3.0,639.22,0,Inactive,504,1678.96,1,Rural,1,27426.97,0.0,0
C-38296,Maryln Hadaway,M,64,2202.34,High,Pensioner,Laborers,Semi-Urban,181315.84,500.78,Y,Y,2.0,840.09,0,Active,440,2202.34,4,Urban,0,204220.41,145052.67,1
C-29821,Mechelle Reitz,F,18,2828.89,Low,Working,Laborers,Rural,172602.85,490.56,N,N,2.0,753.02,0,Active,140,2828.89,1,Rural,1,209566.32,129452.14,1
C-27679,Tara Kranz,M,56,1591.8,Low,Working,Core staff,Rural,37543.25,383.31,N,Y,3.0,739.82,0,Inactive,266,1591.8,4,Urban,1,43277.37,26280.28,1
C-33141,Idalia Davey,F,18,2136.05,Low,Working,High skill tech staff,Rural,119170.92,401.32,Y,N,2.0,705.34,1,Unpossessed,957,2136.05,2,Rural,1,156847.95,77461.1,1
C-16265,Keva Mullenax,F,59,2222.435,Low,Working,Laborers,Semi-Urban,48144.68,216.8,N,N,2.0,678.05,0,Unpossessed,971,2223.25,1,Semi-Urban,1,67358.99,33701.28,1
C-43733,Jenell Harrell,M,25,1995.27,Low,Working,Laborers,Semi-Urban,33606.59,171.17,N,Y,3.0,642.74,0,Inactive,246,1995.27,3,Semi-Urban,0,48286.77,0.0,0
C-10080,Lore Verde,M,60,3242.2,Low,Working,Accountants,Semi-Urban,97428.78,285.75,N,Y,3.0,790.0,0,Active,731,3242.2,1,Urban,1,127939.8,77943.02,1
C-23603,Lorette Wanamaker,M,34,3141.29,Low,Working,Laborers,Rural,67314.66,362.61,N,Y,2.0,595.43,0,Active,827,3141.29,3,Urban,1,117650.42,0.0,0
C-17924,Horacio Zeiler,M,62,2222.435,Low,Commercial associate,Managers,Semi-Urban,125250.75,512.37,Y,Y,2.0,739.82,0,Unpossessed,312,2223.25,2,Rural,1,142894.06,100200.6,1
C-24271,Armida Brawner,F,47,1211.49,Low,Commercial associate,Laborers,Rural,67994.49,363.66,N,Y,2.0,801.36,0,Unpossessed,66,1211.49,3,Rural,1,86842.69,47596.14,1
C-49679,Arielle Labombard,M,18,978.14,Low,Working,Laborers,Semi-Urban,21913.97,196.25,N,Y,2.0,802.4,0,Active,326,978.14,3,Urban,1,27836.17,0.0,0
C-44761,Karoline Alcorn,M,23,2298.49,Low,Commercial associate,Laborers,Semi-Urban,82277.95,418.82,Y,Y,3.0,721.82,0,Active,519,2298.49,1,Semi-Urban,1,119577.65,0.0,0
C-32997,Afton Harrington,M,48,2234.78,Low,Working,Sales staff,Semi-Urban,178929.32,494.21,N,Y,2.0,780.92,1,Unpossessed,756,2234.78,3,Rural,1,251683.13,143143.46,1
C-43528,Wiley Gabler,F,41,2784.84,Low,Commercial associate,Sales staff,Rural,18495.22,225.57,N,N,1.0,634.74,0,Active,383,2784.84,4,Semi-Urban,1,23573.98,0.0,0
C-9220,Risa Rakow,M,49,2304.5,Low,Commercial associate,High skill tech staff,Urban,74969.87,369.0,N,N,1.0,782.51,1,Active,117,2304.5,3,Semi-Urban,1,82965.27,59975.9,1
C-40260,Gina Bessey,M,49,1947.04,Low,Working,Laborers,Semi-Urban,45234.68,249.46,N,Y,2.0,851.94,0,Unpossessed,821,1947.04,4,Rural,1,78574.73,36187.74,1
C-20201,Beatriz Harrelson,F,18,1640.98,Low,Working,Laborers,Semi-Urban,105927.32,344.43,N,Y,3.0,794.81,1,Inactive,762,1640.98,1,Rural,1,187044.22,79445.49,1
C-39778,Su Cephus,M,18,811.87,Low,Working,Sales staff,Semi-Urban,30475.25,229.03,N,Y,4.0,654.23,0,Inactive,530,811.87,1,Urban,1,55609.23,21332.68,1
C-4659,Billye Para,M,46,1158.38,Low,Working,Accountants,Rural,24513.46,134.8,N,N,4.0,742.07,1,Inactive,234,1158.38,3,Urban,1,45003.8,17159.42,1
C-35898,Julius Patt,M,53,1634.22,Low,Commercial associate,Managers,Semi-Urban,39724.77,182.45,Y,Y,1.0,670.31,0,Inactive,550,1634.22,3,Urban,1,47921.28,27807.34,1
C-25439,Cherri Bulfer,M,25,2222.435,Low,Working,Sales staff,Semi-Urban,123928.13,310.75,Y,N,1.0,739.82,0,Unpossessed,412,2223.25,3,Urban,1,215040.9,86749.69,1
C-27346,Carmina Kopec,F,62,2382.96,High,Pensioner,Laborers,Semi-Urban,117534.98,428.74,N,Y,2.0,748.87,0,Active,710,2223.25,1,Rural,1,217117.16,76397.74,1
C-47363,Carmina Durante,M,19,1754.43,Low,Working,Accountants,Rural,148201.63,442.85,N,N,2.0,864.03,0,Unpossessed,637,1754.43,4,Semi-Urban,1,183814.89,125971.39,1
C-18161,Laree Thiry,M,42,3596.74,Low,Working,Accountants,Semi-Urban,75845.32,603.51,N,Y,2.0,817.23,0,Active,468,3596.74,1,Semi-Urban,1,115890.37,53091.72,1
C-17551,Mayra Durrah,M,43,2184.62,Low,Working,Laborers,Semi-Urban,105462.71,352.23,N,Y,2.0,637.87,0,Inactive,309,2184.62,1,Semi-Urban,0,189033.02,0.0,0
C-297,Azucena Skow,M,28,2222.435,Low,Working,Sales staff,Semi-Urban,63071.06,312.96,N,Y,2.0,693.6,0,Inactive,763,2223.25,1,Rural,1,83325.55,44149.74,1
C-2627,Marvella Callaghan,F,18,2490.81,Low,Working,Drivers,Semi-Urban,103571.98,505.93,Y,Y,2.0,707.18,1,Unpossessed,727,2490.81,1,Semi-Urban,1,153803.09,72500.39,1
C-5546,Mason Wiltshire,F,58,1597.61,Low,Working,Drivers,Semi-Urban,33688.92,192.34,Y,N,2.0,768.99,1,Inactive,125,1597.61,2,Semi-Urban,1,37207.91,23582.24,1
C-2380,Kortney Aumick,M,33,2016.38,Low,Working,Waiters/barmen staff,Semi-Urban,81125.85,594.72,N,Y,1.0,674.37,1,Active,354,2016.38,3,Rural,1,118548.63,52731.8,1
C-32049,Alethia Bramblett,M,54,3561.11,Low,Working,Laborers,Semi-Urban,184560.02,556.29,Y,Y,2.0,756.17,1,Active,673,3561.11,2,Rural,1,228786.58,138420.01,1
C-18705,Gilda Canales,F,41,2419.81,Low,Commercial associate,Laborers,Semi-Urban,151029.43,436.02,N,N,2.0,824.2,0,Inactive,664,2419.81,4,Semi-Urban,1,173692.26,113272.07,1
C-17334,Illa Sherlock,F,59,2370.04,Low,Working,High skill tech staff,Semi-Urban,75101.43,378.85,N,Y,3.0,791.02,0,Unpossessed,801,2370.04,2,Rural,1,105483.96,52571.0,1
C-7750,Maricela Yutzy,F,24,1746.64,Low,Working,Sales staff,Semi-Urban,64217.82,277.18,Y,Y,2.0,791.34,0,Active,985,1746.64,3,Semi-Urban,1,100712.4,48163.36,1
C-23827,Shaniqua Bittinger,F,51,2147.07,Low,Working,High skill tech staff,Rural,79615.92,419.2,Y,Y,4.0,658.04,0,Inactive,148,2147.07,1,Urban,1,88461.76,55731.14,1
C-33246,Mariana Goold,M,18,977.14,Low,Working,Cleaning staff,Rural,48486.73,229.4,N,Y,2.0,802.11,1,Unpossessed,916,977.14,4,Semi-Urban,1,88131.62,36365.05,1
C-1972,Fabiola Sutherlin,F,18,3633.79,Low,Working,Accountants,Semi-Urban,76479.87,360.08,N,N,2.0,851.56,1,Unpossessed,591,3633.79,2,Semi-Urban,1,131093.79,53535.91,1
C-28614,Lorinda Leisy,M,51,2532.48,Low,Working,Sales staff,Rural,79437.12,360.31,N,Y,3.0,748.64,0,Active,363,2532.48,2,Urban,1,144517.85,51634.13,1
C-21972,Gertrud Sheahan,M,29,2222.435,Low,Working,Sales staff,Rural,19457.84,199.79,N,N,3.0,656.57,1,Inactive,427,2223.25,4,Semi-Urban,1,26459.29,12647.6,1
C-10881,Mayra Mattison,F,18,3172.81,Low,Commercial associate,Drivers,Semi-Urban,119877.55,597.9,Y,Y,2.0,739.82,0,Inactive,42,3172.81,1,Urban,1,177650.23,77920.41,1
C-47019,Frederica Gregson,F,49,3535.55,Low,Working,Drivers,Semi-Urban,115709.18,342.03,Y,N,1.0,723.69,0,Active,907,3535.55,1,Rural,0,156802.4,0.0,0
C-32313,Sachiko Mccaster,M,18,1904.24,Low,Working,Laborers,Semi-Urban,84205.57,370.59,Y,N,2.0,615.32,0,Unpossessed,361,1904.24,2,Urban,1,105837.9,0.0,0
C-14077,Karoline Dickison,M,19,2222.435,Low,Working,Medicine staff,Urban,88627.06,434.53,Y,Y,1.0,735.38,0,Unpossessed,748,2223.25,4,Semi-Urban,1,112082.17,62038.94,1
C-25267,Tyesha Saur,F,18,1755.18,Low,Working,Laborers,Semi-Urban,67023.49,435.94,N,N,1.0,840.44,0,Active,604,1755.18,1,Semi-Urban,1,105594.03,53618.79,1
C-18260,Lacey Neilsen,F,18,2222.29,Low,Commercial associate,Core staff,Urban,43507.3,402.16,N,Y,3.0,826.14,1,Unpossessed,898,2222.29,4,Urban,1,77829.18,30455.11,1
C-16667,Genaro Lefevers,F,56,1599.59,Low,State servant,Core staff,Rural,127817.11,668.99,N,Y,4.0,817.82,0,Inactive,933,1599.59,2,Rural,1,234180.65,95862.83,1
C-13461,Aletha Stutes,F,21,1420.3,Low,Working,Sales staff,Semi-Urban,166827.09,550.06,N,Y,4.0,728.7,0,Unpossessed,383,1420.3,4,Semi-Urban,1,195874.99,116778.96,1
C-21661,Neoma Beaulieu,M,25,1835.26,Low,Working,Laborers,Semi-Urban,68830.87,337.31,Y,N,2.0,757.59,0,Active,706,1835.26,2,Urban,1,117817.78,51623.15,1
C-18500,Rebecka Montag,M,45,2222.435,Low,Working,Sales staff,Semi-Urban,53379.43,323.35,N,N,2.0,604.75,1,Inactive,833,2223.25,4,Rural,1,61990.55,0.0,0
